DUSP22	14	2770	0.005054151624548736
EXOC2	7	2413	0.002900953170327393
WRNIP1	17	3332	0.00510204081632653
SERPINB1	61	6444	0.00946617008069522
SERPINB9	10	1308	0.00764525993883792
SERPINB6	65	14879	0.004368573156798172
LINC01011	13	749	0.017356475300400534
NQO2	49	7547	0.006492646084536902
AL133351.4	4	208	0.019230769230769232
FAM136BP	6	36	0.16666666666666666
RIPK1	15	3023	0.004961958319550115
BPHL	13	942	0.013800424628450107
TUBB2A	28	3390	0.008259587020648967
TUBB2BP1	1	4	0.25
LINC02525	1	171	0.005847953216374269
TUBB2B	23	252	0.09126984126984126
PSMG4	43	2711	0.015861305791220952
SLC22A23	37	1797	0.020589872008903727
AL590004.3	2	26	0.07692307692307693
AL590004.2	1	53	0.018867924528301886
GLRX3P2	10	2127	0.004701457451810061
PRPF4B	99	21478	0.00460936772511407
ECI2	31	7734	0.004008275148694078
CDYL	3	4073	0.0007365578197888534
AL359643.1	2	8	0.25
RPP40	7	1367	0.005120702267739576
LYRM4	18	5877	0.0030627871362940277
FARS2	4	1496	0.00267379679144385
AL136968.2	6	1532	0.0039164490861618795
AL031123.2	10	332	0.030120481927710843
BTF3P7	8	5108	0.0015661707126076742
RREB1	9	4178	0.00215414073719483
Y_RNA	18	2960	0.006081081081081081
SSR1	74	15772	0.004691858990616282
AL139095.1	108	2214	0.04878048780487805
AL139095.2	170	3867	0.04396172743728989
RIOK1	45	9231	0.004874878128046799
HNRNPLP1	80	1498	0.0534045393858478
SNRNP48	16	3709	0.004313831221353465
TXNDC5	52	10960	0.004744525547445255
BLOC1S5-TXNDC5	52	10968	0.004741064916119621
BLOC1S5	23	4495	0.005116796440489433
EEF1E1-BLOC1S5	9	3088	0.0029145077720207253
EEF1E1	39	16946	0.0023014280656202053
SLC35B3	4	1715	0.0023323615160349854
HULC	1	146	0.00684931506849315
MRPL48P1	12	241	0.04979253112033195
C6orf52	3	709	0.004231311706629055
PAK1IP1	33	10605	0.0031117397454031117
TMEM14C	126	20922	0.006022368798394035
TMEM14B	38	15292	0.0024849594559246666
AL024498.2	2	329	0.0060790273556231
SYCP2L	9	2294	0.003923278116826504
ELOVL2	1	169	0.005917159763313609
SMIM13	12	1960	0.006122448979591836
Metazoa_SRP	13	664	0.01957831325301205
ADTRP	14	565	0.024778761061946902
AL157373.2	2	70	0.02857142857142857
HIVEP1	4	1495	0.0026755852842809363
RPL15P3	67	2243	0.029870708872046365
PHACTR1	7	762	0.009186351706036745
AL008729.1	1	279	0.0035842293906810036
TBC1D7	8	2421	0.003304419661296985
GFOD1	1	310	0.0032258064516129032
RPS4XP7	1	147	0.006802721088435374
SIRT5	2	1098	0.0018214936247723133
NOL7	67	12284	0.005454249430153045
RANBP9	35	7901	0.004429819010251867
MCUR1	34	3671	0.009261781530918006
RNF182	1	982	0.0010183299389002036
CD83	1	332	0.0030120481927710845
AL138720.1	4	383	0.010443864229765013
AL136162.1	4	192	0.020833333333333332
JARID2	32	5228	0.00612088752869166
DTNBP1	27	4330	0.0062355658198614316
MYLIP	11	2325	0.004731182795698925
GMPR	53	3645	0.014540466392318244
AL009031.1	13	1383	0.009399855386840203
AL137003.1	1	407	0.002457002457002457
FAM8A1	2	2004	0.000998003992015968
NUP153	6	5282	0.001135933358576297
AL138724.1	1	302	0.0033112582781456954
KIF13A	14	3852	0.0036344755970924196
TPMT	39	4930	0.007910750507099391
KDM1B	17	3822	0.004447933019361591
DEK	144	36996	0.003892312682452157
DDX18P3	3	68	0.04411764705882353
MBOAT1	11	1045	0.010526315789473684
E2F3	29	7061	0.004107066987678799
CDKAL1	5	1680	0.002976190476190476
CASC15	2	103	0.019417475728155338
MRS2	8	5070	0.0015779092702169625
ALDH5A1	5	1731	0.0028885037550548816
TDP2	5	2659	0.00188040616773223
ACOT13	37	5083	0.007279165846940783
AL031775.1	3	194	0.015463917525773196
C6orf62	76	13679	0.005555961693106222
GMNN	42	20491	0.0020496803474696207
AL133268.1	4	152	0.02631578947368421
TRIM38	7	2646	0.0026455026455026454
U91328.3	1	67	0.014925373134328358
H1-2	460	64754	0.007103808258949254
H4C3	1	195	0.005128205128205128
H2BC4	1	1051	0.0009514747859181732
H2AC6	86	19132	0.004495086765628267
H2BC5	11	3758	0.002927088877062267
H1-12P	1	56	0.017857142857142856
AL031777.2	4	2960	0.0013513513513513514
H3C4	1	962	0.0010395010395010396
AL031777.1	2	286	0.006993006993006993
H4C5	1	645	0.0015503875968992248
H2BC8	3	2554	0.0011746280344557558
H2AC8	4	743	0.005383580080753701
H4C8	20	5016	0.003987240829346092
BTN3A2	3	721	0.004160887656033287
BTN2A2	2	439	0.004555808656036446
BTN2A1	6	2421	0.0024783147459727386
BTN1A1	4	23	0.17391304347826086
HCG11	11	6666	0.0016501650165016502
HMGN4	46	2947	0.015609093993892093
ABT1	39	6307	0.00618360551767877
ZNF322	4	376	0.010638297872340425
AL021807.1	3	2231	0.001344688480502017
H2BC11	49	6683	0.007332036510549154
H2AC11	7	1558	0.004492939666238768
H4C9	2	430	0.004651162790697674
H2BC12	6	1817	0.003302146395156852
PRSS16	13	2001	0.006496751624187906
AL021808.1	2	16	0.125
ZNF204P	10	1522	0.006570302233902759
MCFD2P1	7	71	0.09859154929577464
ZNF184	17	1578	0.010773130544993664
RPL8P1	3	488	0.006147540983606557
GPR89P	11	196	0.05612244897959184
H2AC13	6	125	0.048
H3C10	33	4663	0.007076989062835085
H2BC15	1	1040	0.0009615384615384616
H2BC17	2	152	0.013157894736842105
OR2W6P	2	178	0.011235955056179775
OR2B6	4	1032	0.003875968992248062
RPLP2P1	2	21	0.09523809523809523
IQCB2P	4	248	0.016129032258064516
ZNF165	4	518	0.007722007722007722
ZKSCAN8	10	4543	0.002201188641866608
ZSCAN9	10	2721	0.003675119441381845
ZKSCAN4	3	411	0.0072992700729927005
ZSCAN26	3	966	0.003105590062111801
PGBD1	9	1691	0.005322294500295683
ZKSCAN3	2	1150	0.0017391304347826088
Z98745.2	8	149	0.053691275167785234
Z98745.1	2	107	0.018691588785046728
ZBED9	7	3605	0.001941747572815534
LINC00533	3	103	0.02912621359223301
NOP56P1	2	15	0.13333333333333333
TRIM27	70	18110	0.003865267807840972
ZNF311	7	1158	0.006044905008635579
SAR1AP1	20	228	0.08771929824561403
GABBR1	14	3182	0.0043997485857950975
SUMO2P1	3	338	0.008875739644970414
ZNRD1ASP	2	1457	0.0013726835964310226
ETF1P1	5	228	0.021929824561403508
POLR1H	27	3154	0.008560558021559923
PPP1R11	28	2816	0.009943181818181818
AL662795.2	1	2739	0.0003650967506389193
HCG18	47	9168	0.00512652705061082
TRIM39	11	1471	0.007477906186267845
TRIM39-RPP21	9	2676	0.0033632286995515697
RPP21	7	2776	0.002521613832853026
RANP1	149	10777	0.013825740001855803
HLA-E	3	1205	0.0024896265560165973
GNL1	26	5913	0.004397091155082022
PRR3	9	2224	0.0040467625899280575
ABCF1	158	27659	0.005712426335008496
PPP1R10	29	3376	0.008590047393364929
MRPS18B	73	15443	0.004727060804247879
ATAT1	4	177	0.022598870056497175
C6orf136	7	1502	0.004660452729693742
DHX16	9	2756	0.003265602322206096
PPP1R18	23	3622	0.006350082827167311
NRM	35	2364	0.014805414551607445
MDC1	24	6360	0.0037735849056603774
TUBB	663	74690	0.00887669031998929
FLOT1	51	13012	0.003919458960959115
IER3	4	354	0.011299435028248588
DDR1	2	905	0.0022099447513812156
GTF2H4	10	547	0.018281535648994516
AL669830.1	16	2651	0.006035458317615994
VARS2	6	2122	0.002827521206409048
CCHCR1	15	1626	0.00922509225092251
TCF19	16	2902	0.005513439007580979
AL662844.4	12	570	0.021052631578947368
HCG27	21	1034	0.020309477756286266
USP8P1	14	824	0.01699029126213592
AL645933.2	1	758	0.0013192612137203166
MICA	16	1703	0.009395184967704051
MICB	2	1828	0.0010940919037199124
DDX39B	58	15926	0.00364184352630918
ATP6V1G2-DDX39B	27	6441	0.004191895668374476
NFKBIL1	8	853	0.009378663540445486
AIF1	1	132	0.007575757575757576
PRRC2A	1	1030	0.000970873786407767
BAG6	73	10011	0.007291978823294376
APOM	1	238	0.004201680672268907
C6orf47	8	2227	0.003592276605298608
GPANK1	65	6235	0.010425020048115477
CSNK2B	146	30931	0.004720183634541399
AL662899.2	130	19231	0.006759918880973428
LY6G5B	17	2220	0.0076576576576576575
ABHD16A	47	6546	0.00717995722578674
AL662899.1	47	6526	0.007201961385228318
LY6G6F-LY6G6D	1	38	0.02631578947368421
LY6G6D	1	47	0.02127659574468085
DDAH2	6	5799	0.0010346611484738748
CLIC1	49	12164	0.004028280170996382
MSH5	6	1433	0.00418702023726448
MSH5-SAPCD1	22	2797	0.007865570253843403
SAPCD1	17	1680	0.01011904761904762
VARS1	33	7381	0.004470938897168405
LSM2	25	7310	0.003419972640218878
HSPA1A	105	17618	0.005959813826768078
HSPA1B	73	9099	0.008022859654907132
AL671762.1	111	32469	0.0034186454772244293
SNHG32	145	34518	0.004200706877571122
SNORD48	15	139	0.1079136690647482
SNORD52	2	191	0.010471204188481676
NEU1	14	7079	0.00197768046334228
SLC44A4	6	2122	0.002827521206409048
EHMT2	17	2977	0.005710446758481693
NELFE	12	4643	0.0025845358604350637
SKIV2L	22	3096	0.0071059431524547806
DXO	3	517	0.005802707930367505
ATF6B	6	1686	0.0035587188612099642
FKBPL	3	1263	0.0023752969121140144
AL662884.4	1	162	0.006172839506172839
AL662884.3	1	217	0.004608294930875576
PPT2	30	2535	0.011834319526627219
PPT2-EGFL8	5	2861	0.0017476406850751485
EGFL8	5	3006	0.00166333998669328
AGPAT1	26	6588	0.003946569520340012
RNF5	11	8322	0.0013217976447969237
AL662884.1	8	504	0.015873015873015872
PBX2	21	1177	0.01784197111299915
GPSM3	6	528	0.011363636363636364
NOTCH4	1	368	0.002717391304347826
HLA-DOB	1	191	0.005235602094240838
TAP2	1	656	0.001524390243902439
BRD2	125	23743	0.00526470959861854
RXRB	14	1961	0.0071392146863844975
SLC39A7	37	5736	0.006450488145048815
RING1	19	3913	0.004855609506772297
VPS52	77	7250	0.010620689655172414
RPS18	151	23770	0.006352545225073622
WDR46	19	1838	0.010337323177366704
PFDN6	1	2107	0.00047460844803037496
RGL2	12	2667	0.0044994375703037125
TAPBP	63	2948	0.021370420624151967
DAXX	34	8131	0.004181527487393925
MYL8P	9	30	0.3
LYPLA2P1	3	78	0.038461538461538464
KIFC1	12	2246	0.005342831700801425
PHF1	6	1760	0.003409090909090909
CUTA	63	7631	0.008255798715764644
SYNGAP1	1	69	0.014492753623188406
ZBTB9	3	1002	0.0029940119760479044
ITPR3	5	2350	0.002127659574468085
UQCC2	7	2767	0.002529815684857246
LEMD2	4	1545	0.0025889967637540453
HMGA1	274	53596	0.005112321815060826
SMIM29	2	1069	0.0018709073900841909
AL354740.1	15	1394	0.010760401721664276
RPL35P2	73	2277	0.032059727711901624
NUDT3	161	35108	0.0045858493790589035
RPS10-NUDT3	73	15134	0.004823576053918329
RPS10	5	1401	0.0035688793718772305
PACSIN1	1	85	0.011764705882352941
ILRUN	45	6397	0.007034547444114429
AL139100.1	5	288	0.017361111111111112
SNRPC	157	40298	0.00389597498635168
UHRF1BP1	13	5661	0.0022964140611199434
TAF11	32	8212	0.003896736483195324
ANKS1A	6	1661	0.003612281757977122
Z97832.2	1	81	0.012345679012345678
ZNF76	7	1417	0.004940014114326041
DEF6	15	1574	0.009529860228716646
FANCE	7	1916	0.0036534446764091857
RPL10A	76	23783	0.003195559853676996
AL033519.3	29	2957	0.009807237064592493
FKBP5	57	10021	0.005688055084322922
LHFPL5	8	1404	0.005698005698005698
SRPK1	115	17222	0.006677505516200209
MAPK14	24	7839	0.0030616150019135095
BRPF3	18	2425	0.007422680412371134
KCTD20	40	17648	0.0022665457842248413
STK38	30	3744	0.008012820512820512
SRSF3	115	38443	0.002991441874983742
LAP3P2	5	301	0.016611295681063124
PPIL1	18	6670	0.0026986506746626685
C6orf89	37	9153	0.004042390473068939
MTCH1	211	24654	0.008558448933235987
COX6A1P2	24	1736	0.013824884792626729
PIM1	78	13686	0.005699254712845244
TMEM217	4	634	0.006309148264984227
TBC1D22B	1	1652	0.0006053268765133172
AL096712.1	2	74	0.02702702702702703
RNF8	36	6826	0.00527395253442719
CMTR1	15	2473	0.00606550748079256
CCDC167	7	1480	0.00472972972972973
ZFAND3	9	1726	0.005214368482039398
GLO1	74	21069	0.0035122692106886897
DNAH8	2	811	0.002466091245376079
AL035555.2	7	76	0.09210526315789473
SAYSD1	1	2239	0.00044662795891022776
KCNK5	14	1766	0.007927519818799546
FO393411.1	161	17342	0.009283819628647215
OARD1	33	4531	0.007283160450231737
NFYA	25	2223	0.011246063877642825
ADCY10P1	4	47	0.0851063829787234
TREML2	4	435	0.009195402298850575
AL365205.1	370	42023	0.008804702186897651
TOMM6	370	41913	0.00882780998735476
USP49	20	3633	0.005505092210294523
MED20	3	2706	0.0011086474501108647
BYSL	8	4381	0.0018260671079662178
CCND3	71	10374	0.006844033159822634
TAF8	31	4095	0.00757020757020757
MRPS10	68	12574	0.0054079847303960555
UBR2	3	2273	0.0013198416190057193
TBCC	5	1972	0.002535496957403651
BICRAL	7	833	0.008403361344537815
RPL7L1	95	24233	0.003920274006520035
CNPY3	7	3511	0.0019937339789233835
RPL24P4	47	4562	0.010302498903989479
PEX6	2	1313	0.0015232292460015233
PPP2R5D	14	3708	0.0037756202804746495
MEA1	72	14390	0.005003474635163308
KLHDC3	19	5814	0.0032679738562091504
RRP36	63	15144	0.004160063391442155
CUL7	4	840	0.004761904761904762
KLC4	3	890	0.0033707865168539327
AL355385.2	13	1276	0.01018808777429467
MRPL2	19	1744	0.010894495412844037
SRF	15	2792	0.0053724928366762174
DNPH1	60	5046	0.011890606420927468
ZNF318	29	1455	0.01993127147766323
RPL12P47	10	117	0.08547008547008547
AL583834.1	3	86	0.03488372093023256
ABCC10	12	1203	0.00997506234413965
TJAP1	1	1245	0.0008032128514056225
POLR1C	19	6566	0.0028936947913493754
YIPF3	11	2149	0.005118659841786877
XPO5	21	5835	0.0035989717223650387
POLH	33	5471	0.0060318040577590935
GTPBP2	54	4513	0.011965433192998006
MAD2L1BP	42	5510	0.007622504537205082
MRPS18A	25	4636	0.005392579810181191
VEGFA	3	2515	0.0011928429423459245
AL109615.4	5	845	0.005917159763313609
MRPL14	40	12773	0.0031316057308384874
TMEM63B	8	700	0.011428571428571429
SLC29A1	43	5030	0.008548707753479125
HSP90AB1	995	195255	0.005095900233028604
SLC35B2	46	3762	0.012227538543328018
MIR4647	9	1072	0.008395522388059701
NFKBIE	1	418	0.0023923444976076554
AARS2	35	5450	0.006422018348623854
CDC5L	30	10407	0.0028826751225136927
SUPT3H	4	786	0.005089058524173028
CD2AP	63	10528	0.005984042553191489
MMUT	15	2771	0.0054132082280765065
CENPQ	9	2202	0.004087193460490463
RHAG	167	40784	0.004094743036484896
RPS17P5	1	39	0.02564102564102564
AL158050.1	52	1081	0.04810360777058279
MCM3	99	19960	0.004959919839679358
PAQR8	2	918	0.002178649237472767
EFHC1	10	918	0.010893246187363835
TRAM2	20	2079	0.00962000962000962
AL109918.1	6	656	0.009146341463414634
TMEM14A	3	1450	0.0020689655172413794
FBXO9	52	7583	0.0068574442832651985
ELOVL5	45	12648	0.003557874762808349
RPL31P28	1	40	0.025
GCLC	13	1155	0.011255411255411256
RCC2P7	6	57	0.10526315789473684
DST	5	1459	0.003427004797806717
BEND6	3	480	0.00625
KIAA1586	28	5282	0.005301022340022719
ZNF451	19	4621	0.004111664141960614
ZNF451-AS1	2	70	0.02857142857142857
BAG2	42	7857	0.005345551737304314
RAB23	5	841	0.005945303210463734
PRIM2	16	1628	0.009828009828009828
LINC00680	2	1165	0.0017167381974248926
AL445250.1	1	6	0.16666666666666666
RBBP4P4	7	71	0.09859154929577464
FKBP1C	7	175	0.04
PTP4A1	11	4704	0.00233843537414966
AL135905.2	11	4723	0.0023290281600677537
PHF3	43	9494	0.004529176321887508
NUFIP1P1	12	307	0.03908794788273615
AL713998.1	857	146120	0.005865042430878729
AL713998.3	6	338	0.01775147928994083
AL646090.2	1	361	0.002770083102493075
LMBRD1	3	1226	0.0024469820554649264
NPM1P37	2	59	0.03389830508474576
AL365226.1	7	2820	0.0024822695035460994
AL583856.1	15	278	0.0539568345323741
SMAP1	7	3144	0.0022264631043256997
LYPLA1P3	3	218	0.013761467889908258
OGFRL1	2	14	0.14285714285714285
KRT19P1	18	319	0.05642633228840126
KCNQ5	3	638	0.004702194357366771
KNOP1P4	1	64	0.015625
KHDC1	2	824	0.0024271844660194173
AC019205.1	19	1758	0.01080773606370876
